WinRate,ImbVolume,ImbRatio,AdvDetection,PATIMachineLearningInputsV2-P1-BollingerDiff,PATIMachineLearningInputsV2-P1-MovingAvgDiff,PATIMachineLearningInputsV2-P1-VolumeSpeedPerSecond,PATIMachineLearningInputsV2-P1-StdDevBB,PATIMachineLearningInputsV2-P1-TimeOfDay,ReverseStrength-P2-ReverseStrengthLine,ReverseStrength-P3-ReverseStrengthLine
0.69,26,2.3,20,18.09,0.98,63.07,10.3,195807.07,19484.03,19512.02
0.69,35,2.3,27,28.7,11.2,27.03,15.78,200201.03,20638.55,20672.19
0.69,43,2.3,33,28.02,10.26,6.05,15.26,224018.05,20022.03,20055.7
0.69,31,2.35,23,27.57,14.24,22.03,11.44,154618.03,20632.6,20664.6
0.69,29,2.38,21,48.17,29.7,37.01,7.89,151837.01,20729.5,20769.74
0.69,32,2.39,23,56.39,1.01,4.04,11.1,43127.04,19109.3,19155.69
0.69,35,2.46,24,30.09,14.95,19.04,7.2,153146.04,20537.8,20568.06
0.69,83,2.46,57,19.66,16.6,41.03,12.17,154802.03,19132.36,19172.28
0.69,47,2.47,32,38.04,1.08,1.4,8.08,34100.4,20374.02,20412
0.69,37,2.48,25,25.09,6.55,19.03,8.54,142117.03,19259.8,19293.04
0.69,46,2.48,31,20.01,5.7,40.06,10.02,155059.06,20499.8,20533.5
0.69,30,2.5,20,23.3,4.7,14.01,8.66,165608.01,20627.78,20660.59
0.69,33,2.5,22,42.7,16.01,15.02,14.39,180242.02,18980.65,19017.35
0.69,39,2.5,26,33.14,3.34,42.02,8.56,150452.02,19153.35,19188.7
0.69,48,2.5,32,31.65,2.45,50.04,5.6,155231.04,19812.49,19849.75
0.69,38,2.52,25,75.16,11.17,57.01,16.76,175938.01,18951.5,18998.38
0.69,28,2.56,18,30.5,23.28,37.06,6.7,153010.06,19819.89,19851.5
0.69,29,2.61,18,38.44,5.24,42.02,7.15,160844.02,19836.55,19874.88
0.69,29,2.61,18,27.02,2.5,31.03,4.29,151516.03,19118.7,19150.9
0.69,26,2.62,16,24.57,0.9,99.06,4.08,133146.06,19197.87,19231.38
0.69,33,2.65,20,19.36,8.26,47.01,7.52,151618.01,20094.43,20124.59
0.69,35,2.67,21,28.03,17.8,17.03,8.6,194236.03,19130.94,19167.5
0.69,27,2.69,16,20.18,17.05,5.07,14.01,80108.07,19228.02,19258.38
0.69,44,2.69,26,37.5,15.8,12.08,13,174732.08,20590.04,20623.8
0.69,56,2.7,33,34.6,7.03,3.2,9.04,54518.2,20385.03,20423.03
0.69,33,2.83,18,15.06,12.01,12.09,9.04,185612.09,20686.05,20717.02
0.69,33,2.83,18,43.4,0.58,2.03,9.6,32355.03,19744.4,19786.86
0.69,28,2.87,15,43.06,20.04,2.01,13.1,221609.01,20587.05,20629.3
0.69,32,2.88,17,23.76,12.16,16.05,9.7,145836.05,20513.2,20547.7
0.69,38,2.9,20,35.7,15.03,3.8,17.4,203402.8,20649.09,20678.09
0.69,25,2.92,13,25.18,9.7,64.02,11.94,144010.02,19792.9,19827.34
0.69,25,2.92,13,52.4,12.5,3.09,10.04,2630.09,19263.7,19298.04
0.69,39,2.95,20,35.14,13.7,1.03,15.85,205811.03,20647.06,20678.4
0.69,28,3,14,32.66,6.18,45.04,10.02,150403.04,19975.01,20006.68
0.69,55,3.04,27,36.29,20.98,21.02,7.83,164715.02,19238.56,19276.88
0.69,25,3.08,12,34.13,7.84,9.01,7.9,75248.01,19177.5,19210.92
0.69,25,3.08,12,27.98,12.56,7.01,9.28,182140.01,19439.77,19469.34
0.69,27,3.08,13,22.05,5.04,3.02,2.4,113220.02,20591.1,20625.5
0.69,27,3.08,13,21.8,10.01,7.01,10.44,201204.01,20578.8,20612.62
0.69,70,3.12,33,22.02,5.03,16.09,11.5,160443.09,20732.9,20768.06
0.69,32,3.13,15,32.5,16.01,14.09,7.02,153550.09,20538.9,20572.7
0.69,26,3.17,12,25.28,0.5,1.07,17.6,50307.07,19245.4,19277.02
0.69,35,3.19,16,21.7,15.4,5.07,7.8,75732.07,20686.7,20718.02
0.69,53,3.21,24,35.9,15.05,4,17.6,203403,20649.2,20678.2
0.69,27,3.25,12,26.02,28.07,2.09,16.08,904.09,19139,19173.5
0.69,25,3.27,11,69.17,16.5,44.01,20.06,200141.01,18822.09,18860.74
0.69,34,3.27,15,41.34,6.8,4.03,5.28,203028.03,19881.8,19922.57
0.69,39,3.29,17,33.6,9.8,16.06,8.4,172320.06,20573.06,20607.6
0.69,49,3.33,21,57.59,11.1,49.02,11.7,153816.02,19808.98,19842.89
0.69,29,3.42,12,26.38,21.8,5.07,11.2,90343.07,19164.98,19198.9
0.69,54,3.45,22,21.77,0.06,15.03,15.84,153749.03,20103.01,20138.45
0.69,25,3.5,10,25.87,9.39,13.06,7,145729.06,19116.98,19150.47
0.69,25,3.5,10,68.9,3,63.04,15.5,195213.04,19489.45,19528.2
0.69,43,3.53,17,32.8,40.9,3.1,68.01,220750.1,19832.7,19872.01
0.69,28,3.55,11,21.55,10.92,106.01,9.62,153425.01,18481,18514.33
0.69,39,3.6,15,22.01,13.68,57.04,5.5,141413.04,20645.88,20685
0.69,53,3.65,20,54.8,32.7,39.04,10.5,152527.04,20744.5,20777.98
0.69,32,3.67,12,46.5,5.08,57.03,9.7,142913.03,20053.37,20087.69
0.69,27,3.7,10,23.02,18.08,2.08,6,114223.08,19596,19627.01
0.69,46,3.71,17,24.9,12.02,8.06,4.04,182842.06,19211.78,19244.6
0.69,30,3.73,11,45.08,14.76,26.03,7.05,153225.03,19462.8,19500.85
0.69,33,3.75,12,48.15,15.69,18.03,8.01,192105.03,19741.29,19774.79
0.69,55,3.75,20,36.1,19.9,3.02,8.1,102424.02,20695.07,20730.3
0.69,47,3.94,16,32.98,21.7,22.05,9.4,164102.05,19853.8,19888.06
0.69,47,4.13,15,20.1,9.02,15.08,5.02,142143.08,20641.7,20679.9
0.69,35,4.18,11,32.88,7.07,32.02,9.09,170246.02,19079.39,19117.97
0.69,27,4.38,8,42.69,3.89,4.06,5.03,114315.06,20410.5,20445.5
0.69,31,4.44,9,15.04,13.09,25.7,9.1,185224.7,20688.5,20718.07
0.69,38,4.45,11,22.12,13.69,19.01,7.43,160517.01,19776.07,19809.16
0.69,45,4.46,13,48.3,18.96,20.04,9.89,123819.04,19156.28,19200.35
0.69,32,4.56,9,49.08,28.07,2.9,16.5,14030.9,19112.08,19148.07
0.69,25,4.57,7,36.9,3.27,91.06,8.58,134506.06,19898.9,19936.1
0.69,50,4.57,14,52.07,19.05,8.07,9.4,125215.07,20418.04,20457.03
0.69,62,4.65,17,27.32,12.01,9.01,9.8,181939.01,19433.69,19468.25
0.69,26,4.71,7,18.88,12.01,5.05,10.96,125001.05,20619.36,20654.2
0.69,28,5,7,46.18,4.47,3.02,11.18,91127.02,19511.02,19552.44
0.69,28,5,7,32.02,5.66,6.04,11.5,115748.04,19581.87,19622.75
0.69,36,5,9,25.39,33.99,19.06,14.18,130841.06,19321.05,19356.9
0.69,69,5.06,17,26.42,20.37,15.01,7.82,161932.01,20623.32,20657.55
0.69,29,5.14,7,27.75,29.65,5.03,11.8,231737.03,19783.27,19821.14
0.69,108,5.32,25,29,17.4,34.05,10.01,160025.05,19158.77,19189.8
0.69,31,5.43,7,29.4,23.03,42.07,11.7,161755.07,19255.02,19292.3
0.69,28,5.67,6,35.9,1.7,17.08,8.8,172754.08,20442.6,20474.4
0.69,33,5.71,7,36.38,0.98,17.05,6,200609.05,19872.2,19908.48
0.69,76,5.75,16,30.6,27.9,2.04,16,15116.04,19108.01,19143.99
0.69,65,6,13,19,20.39,54.08,5.79,145645.08,19416.39,19446
0.69,42,6.25,8,22.04,0.3,12.07,7.6,160516.07,20536.08,20574.05
0.7,32,1.46,70,27.8,23.6,70.05,10.29,140625.05,20153.03,20191.03
0.7,35,1.47,74,39.9,5.99,12.03,8.99,130610.03,19906.9,19942.14
0.7,35,1.54,65,47.55,28.4,36.02,10.6,140822.02,20133.5,20174.02
0.7,32,1.55,58,34.47,8,25.04,6.66,140111.04,19369.65,19403.8
0.7,33,1.55,60,23.8,7.7,53.03,8.5,141749.03,19410.09,19440.28
0.7,30,1.57,53,26.45,30.8,52.02,10.04,140917.02,20124.4,20161.66
0.7,31,1.58,53,15.9,32,39.05,11.69,141105.05,20111.8,20144.79
0.7,34,1.62,55,24.01,8,53.06,8.8,141749.06,19410.3,19440.4
0.7,31,1.63,49,20.54,8.8,14.03,12.04,200651.03,19142.4,19180.79
0.7,25,1.74,34,19.2,7.7,2.9,6.7,33431.9,19280.08,19313.09
0.7,33,1.79,42,38,2.07,1.4,8.05,32350.4,20373.1,20410.02
0.7,33,1.82,40,24.01,10.5,7.08,13,201428.08,19147.99,19184.01
0.7,38,1.83,46,17.03,3.08,1.5,9.2,30931.5,20393.09,20426.07
0.7,44,1.83,53,52.7,27.6,18.07,8.1,132517.07,19902.01,19941.03
0.7,26,1.87,30,52.08,10.9,4.5,16.08,100653.5,19835.01,19875.08
0.7,35,1.9,39,18.6,6.2,3.9,7.08,71143.9,20578.05,20610.6
0.7,45,1.9,50,24.02,15.07,1.5,11.06,223600.5,20876.08,20912.4
0.7,30,2,30,26.6,18.9,13.05,9.01,155510.05,19156,19189.76
0.7,26,2.04,25,26.35,1.1,9.03,7.01,181520.03,18466.59,18504.47
0.7,40,2.05,38,29.7,10.8,17.01,4.78,151935.01,19452.34,19482.2
0.7,36,2.06,34,29.8,10.9,17.02,4.79,151935.02,19452.35,19482.3
0.7,40,2.08,37,32.17,4.6,1.04,6.7,54516.04,20382.6,20420.69
0.7,35,2.09,32,31.58,19.5,18.04,8.06,165112.04,19246.01,19281.85
0.7,33,2.1,30,32.01,20.02,18.2,8.4,165112.2,19246.08,19282.01
0.7,38,2.12,34,30.05,11.6,18.01,5.3,170106.01,19931.49,19963.75
0.7,102,2.13,90,35.07,18.6,3.3,9.04,85656.3,20691.7,20724.9
0.7,35,2.17,30,26.49,7.17,32.03,9.16,185239.03,18878,18911.19
0.7,37,2.19,31,25.74,11.39,11.02,11.76,132706.02,19209.06,19240.35
0.7,33,2.22,27,47.89,22.03,61.06,10.03,135043.06,19623.99,19657
0.7,25,2.25,20,30.8,1.57,21.04,10.9,154607.04,19139.45,19175.16
0.7,35,2.25,28,57.1,17.5,2.08,19.01,221410.08,19586.03,19625.03
0.7,27,2.29,21,45.8,6.78,2.04,12.02,202849.04,20423.76,20454.7
0.7,27,2.29,21,19.9,0.89,37.05,8.86,135616.05,20214.5,20247.18
0.7,26,2.3,20,23.45,7.26,15.02,5.58,172813.02,19256.65,19291.83
0.7,41,2.32,31,24.79,24.78,32.03,24.44,151553.03,19210.3,19248.64
0.7,59,2.34,44,21.95,20.66,211.04,12.7,133447.04,19143.98,19177.77
0.7,26,2.37,19,44.5,20.8,73.03,12.8,133549.03,19136.04,19177.44
0.7,25,2.39,18,28.03,4.01,6.06,7.01,105812.06,19197.8,19234.17
0.7,29,2.45,20,34.7,14.09,13.09,11.5,171820.09,20608.5,20642.4
0.7,29,2.45,20,26.48,7.16,32.02,9.15,185239.02,18877.9,18911.18
0.7,25,2.47,17,25.07,26.02,6.7,15.4,100803.7,20596.07,20632.2
0.7,42,2.56,27,47.85,21.9,61.02,9.99,135043.02,19623.95,19656.78
0.7,27,2.59,17,42.2,23.8,3.05,8.28,120554.05,20708.28,20746.2
0.7,39,2.62,24,23.05,29.4,5.07,11.7,130644.07,20725.2,20762.4
0.7,25,2.67,15,29,9.01,1.08,8.8,20829.08,20553.5,20585
0.7,27,2.69,16,22.15,0.35,22.04,8.2,161811.04,19794.2,19828.29
0.7,114,2.7,67,35.02,18.1,3.07,8.9,85656.07,20691.2,20724.4
0.7,31,2.72,18,35.5,5.02,46.04,9.7,142206.04,19862.38,19891.9
0.7,33,2.74,19,23.06,6.07,1.6,11.1,31930.6,20580.01,20611.03
0.7,27,2.8,15,33.6,16.02,20.08,7.6,153354.08,20539.5,20571.6
0.7,98,2.81,54,26,8.08,1.7,5.1,223626.7,20661.01,20692.2
0.7,42,2.83,23,40.8,2.84,35.03,8.4,152329.03,20102.47,20140.49
0.7,37,2.85,20,27.9,22.66,44.05,15.02,135719.05,20477.18,20518.99
0.7,65,2.86,35,28.01,19.38,62.06,12.01,140308.06,20172.9,20207.01
0.7,30,2.88,16,19.04,1.9,21.06,8.5,172206.06,20439.98,20475.28
0.7,31,2.94,16,65.86,0.08,28.02,11.26,152627.02,20105.56,20141.97
0.7,26,3,13,21.7,3.4,17.07,3.8,193332.07,19985.06,20016.4
0.7,36,3,18,26.87,11.79,9.04,3.87,183000.04,19212.8,19244.09
0.7,43,3.05,21,41.05,16.06,28.07,11.4,154851.07,20670.9,20707.98
0.7,40,3.11,19,68.04,30.8,41.07,14.1,151410.07,19886.69,19928.9
0.7,36,3.12,17,24.09,16.07,2.02,7.1,10130.02,19935.7,19967.5
0.7,47,3.14,22,64.9,3.9,14.07,11.8,165611.07,20487.7,20525.01
0.7,28,3.15,13,20,0.9,37.06,8.87,135616.06,20214.6,20247.19
0.7,26,3.17,12,44.02,0.39,31.02,9.47,135818.02,19073.03,19111.9
0.7,25,3.27,11,21,0.8,58.06,4.1,150105.06,20531.05,20564.79
0.7,30,3.31,13,31.07,9.5,1.2,4.7,235331.2,20665,20694.7
0.7,30,3.31,13,25.8,26.01,27.01,5.25,141304.01,20493.07,20525.93
0.7,44,3.32,19,33.05,14.1,2.5,11,92122.5,20422.07,20455.03
0.7,58,3.32,25,37.25,12.67,17.03,5,165912.03,19934.48,19965.47
0.7,28,3.33,12,31.6,12.01,13.08,11.05,202320.08,19225.9,19262.02
0.7,33,3.36,14,50.01,8.07,4.08,8.01,115325.08,19171.04,19206.07
0.7,34,3.43,14,23.54,24.9,25.02,5.2,141403.02,20496.39,20529.59
0.7,28,3.55,11,30,39.6,21.04,7.3,161825.04,19285.96,19322.9
0.7,26,3.6,10,31.9,23.7,61.01,7.16,150119.01,20705.82,20741.15
0.7,52,3.6,20,22.26,21.8,21.03,8.03,164834.03,19246.47,19283.6
0.7,29,3.64,11,13.19,13.76,22.02,11.94,184416.02,20686.19,20715.3
0.7,39,3.79,14,24.1,12.03,16.4,8.4,192118.4,20459.03,20494.06
0.7,31,3.82,11,38.6,15,3.07,10.6,205032.07,19235.6,19269
0.7,32,3.91,11,30.65,1.64,19.03,14.01,152931.03,20096.25,20132.48
0.7,35,3.92,12,14.69,11.62,5.01,9.37,123716.01,20611.63,20646.54
0.7,47,3.94,16,48.38,25.2,5.03,8.01,91439.03,19190.3,19226.2
0.7,56,3.95,19,35.04,15.01,8.9,18.03,201535.9,20647.09,20677.2
0.7,30,4,10,41.3,27.96,4.02,10.67,91139.02,19184.93,19219.95
0.7,43,4.07,14,36.7,12.93,26.01,11.03,190140.01,20437.83,20471.55
0.7,43,4.07,14,27.04,11.9,5.08,7.02,122543.08,19904.7,19942.6
0.7,34,4.09,11,21.68,22.01,41.02,6,123224.02,18577.83,18609.94
0.7,25,4.12,8,27.07,18.02,59.07,5.04,141011.07,19412.49,19446.7
0.7,35,4.18,11,38,12.39,2.03,7.96,74659.03,19881.59,19916.01
0.7,54,4.18,17,73.7,4,32.05,19.7,164906.05,20475.8,20518.7
0.7,26,4.25,8,35.29,12.18,2.02,7.9,202659.02,19188.28,19224.85
0.7,39,4.25,12,14.6,17.05,13.02,7.8,191027.02,20458.54,20492.01
0.7,43,4.31,13,48.37,16.02,49.02,7.4,164234.02,19319.58,19353.66
0.7,74,4.36,22,36.7,9.06,15.08,12,144103.08,20690,20723.6
0.7,29,4.62,8,34.8,18,29.06,8.01,164518.06,19314.8,19349.02
0.7,67,4.72,18,34.9,6.2,4.05,7.09,140604.05,20385.4,20421.9
0.7,67,4.72,18,32.04,13.66,46.02,3.34,183202.02,19206.2,19239.57
0.7,34,4.78,9,54.89,10.84,35.02,8.7,163814.02,20466.64,20508.2
0.7,31,4.88,8,24.9,4.6,18.07,6.8,192212.07,19956.38,19991.04
0.7,28,5,7,62.75,7.7,6.02,11.37,201204.02,20420.57,20453.9
0.7,52,5,13,31.16,18.96,37.05,6.88,145111.05,19424.76,19461.78
0.7,34,5.25,8,48.01,23.2,3.05,10.37,21722.05,19057.6,19091.7
0.7,47,5.27,11,31.56,11.16,14.04,6.3,94724.04,20319.25,20356.27
0.7,35,5.38,8,51.9,3.01,46.02,12.4,83029.02,19183.7,19221.45
0.7,27,5.5,6,24.92,1.26,25.01,6.47,160905.01,20537.87,20575.27
0.7,50,5.55,11,19.59,13.03,61.04,5.97,140617.04,20630.9,20665.78
0.7,65,5.64,14,29.6,37.02,26.07,12.6,170152.07,18813.01,18852.8
0.7,28,5.67,6,55.55,1.65,5.03,13.08,92809.03,19823.8,19860.6
0.7,38,5.75,8,59.93,25.26,3.02,15.55,233437.02,20675.16,20712.33
0.7,97,6.11,19,19.9,12.03,16.07,6.78,194622.07,19233.01,19263.79
0.7,37,6.29,7,52.17,1.86,9.03,13.85,125731.03,19934.39,19969.79
0.7,27,6.4,5,71.19,41.86,18.03,21.6,62426.03,20454.17,20503.59
0.7,55,6.5,10,58.35,13.03,42.01,10.37,184146.01,19473.58,19516.3
0.71,40,1.34,119,28.5,21.46,63.01,11.56,140402.01,20165.78,20202.35
0.71,29,1.37,78,28.7,21.48,63.03,11.58,140402.03,20165.8,20202.37
0.71,26,1.47,55,24.05,7.08,2.2,11.8,43921.2,20582.6,20613.1
0.71,28,1.47,60,16.05,30.43,38.02,12.59,134637.02,19601.07,19634.28
0.71,30,1.52,58,16.04,9.8,4.07,9.02,125643.07,19906.59,19941.02
0.71,34,1.52,66,33.1,13.06,5.7,9.02,230009.7,20666.1,20699
0.71,43,1.52,83,16.04,2.8,1.5,11.02,101421.5,20863.8,20899.03
0.71,44,1.59,75,28,23.8,70.07,10.4,140625.07,20153.05,20191.05
0.71,29,1.64,45,16.01,9.5,4.04,8.9,125643.04,19906.56,19940.99
0.71,26,1.67,39,61.86,13.5,3.05,14.27,84146.05,19211.26,19246.56
0.71,32,1.7,46,42.64,11.58,45.01,13.45,154527.01,19119.82,19158.07
0.71,36,1.71,51,26.87,7.09,33.04,4.8,135216.04,20209.8,20240.89
0.71,51,1.81,63,36.28,20.97,21.01,7.82,164715.01,19238.55,19276.87
0.71,66,1.81,81,27.09,21.6,30.04,7.29,194609.04,19112.07,19148.5
0.71,42,1.82,51,16.07,10.01,4.1,9.05,125643.1,19906.8,19941.05
0.71,27,1.87,31,30.08,10.04,2.5,6,230006.5,20663.08,20695.8
0.71,30,1.88,34,62.02,14.02,3.3,14.7,84146.3,19211.6,19246.9
0.71,26,1.93,28,47.9,7.9,117.06,7,134043.06,19115.97,19157.8
0.71,29,2.16,25,44.6,20.9,73.04,12.9,133549.04,19136.05,19177.45
0.71,30,2.2,25,42.95,0.83,20.02,8.48,153611.02,19103.54,19135.2
0.71,29,2.21,24,43.01,31.89,66.03,16.84,140034.03,20504.28,20547.75
0.71,43,2.23,35,30.14,8.54,17.02,13.4,154407.02,19114.43,19150.2
0.71,31,2.24,25,23.04,6.05,1.4,11.08,31930.4,20579.9,20611.01
0.71,48,2.26,38,15.4,13.47,11.04,10.4,184851.04,20685.6,20715.86
0.71,40,2.29,31,28.9,11.4,27.05,15.8,200201.05,20638.57,20672.3
0.71,33,2.32,25,30.07,10.03,2.4,5.9,230006.4,20663.07,20695.7
0.71,29,2.38,21,26.7,15.4,2.02,8.6,43440.02,20676.1,20710.2
0.71,29,2.45,20,29.8,2.08,1.3,7.03,45305.3,20377.5,20417.01
0.71,25,2.47,17,62.57,12.04,4.06,16.5,220553.06,19572.05,19613.48
0.71,28,2.47,19,33.98,9.7,3.07,5.29,223012.07,20507.79,20543.18
0.71,37,2.48,25,19.9,6.76,13.05,6,172616.05,19259.02,19293.6
0.71,61,2.49,41,34.7,7.04,3.3,9.05,54518.3,20385.04,20423.04
0.71,30,2.5,20,20.6,6.98,1.05,10.01,54225.05,19650,19681.58
0.71,48,2.5,32,29.01,21.7,63.07,11.8,140402.07,20166.02,20202.5
0.71,47,2.52,31,28.66,39.55,24.04,9.05,161521.04,19277.56,19315.03
0.71,29,2.53,19,27.06,12.17,10.01,5.33,170039.01,19932.78,19964.16
0.71,30,2.58,19,33.37,0.85,14.01,7.8,142707.01,19275.83,19309.89
0.71,26,2.62,16,23.5,10.14,11.02,8.83,125923.02,19906.2,19941.48
0.71,26,2.62,16,28.04,15.08,2.5,11.1,4505.5,19797.07,19832.6
0.71,39,2.62,24,19.98,21.44,24.03,24.2,151444.03,19199.45,19237.3
0.71,39,2.62,24,29.86,3.87,26.02,13.15,195407.02,19008.8,19044.2
0.71,28,2.65,17,24.01,11.49,16.04,8.04,192118.04,20458.4,20493.7
0.71,25,2.67,15,33.04,12.07,3.2,25.03,221214.2,19732.6,19761.04
0.71,40,2.67,24,21.49,7.04,29.05,10.67,155719.05,19830.79,19868.9
0.71,26,2.73,15,36.83,12.86,57.01,8.49,140616.01,19083.59,19126.18
0.71,25,2.79,14,44.08,18.7,45.02,8.18,134309.02,19922.37,19957.75
0.71,37,2.85,20,30.4,23.27,37.05,6.69,153010.05,19819.88,19851.4
0.71,38,2.9,20,19.55,1.78,38.01,8.39,135920.01,20215.49,20245.54
0.71,27,2.93,14,20.8,1.7,2.05,2.01,95356.05,20585.01,20619.01
0.71,27,2.93,14,35.8,12.6,25.08,5.01,143102.08,20652.3,20691.03
0.71,35,2.94,18,22.15,12.3,30.04,8,192010.04,20458.01,20493.76
0.71,28,3.15,13,24.75,10.2,11.02,5.49,180928.02,19957.14,19989.7
0.71,35,3.19,16,17.27,8.75,24.04,4.9,142037.04,20642.38,20680.37
0.71,36,3.25,16,27.9,14.02,4.07,12.8,233926.07,18898.09,18937.4
0.71,45,3.25,20,42.9,16.03,15.04,14.5,180242.04,18980.67,19017.37
0.71,125,3.27,55,16.09,30.47,38.06,12.9,134637.06,19601.2,19634.5
0.71,30,3.31,13,33.08,12.8,4,5.2,95626,19810.4,19846.09
0.71,29,3.42,12,38.28,7.46,86.04,8.27,134009.04,19331.37,19368.05
0.71,30,3.5,12,25.06,26.01,6.6,15.3,100803.6,20596.06,20632.1
0.71,28,3.55,11,47.47,1.4,1.02,8.49,2816.02,20567.43,20600.3
0.71,41,3.56,16,37.38,9.48,15.05,7.4,172924.05,18488.6,18525
0.71,26,3.6,10,26.04,25.59,35.04,6.2,154110.04,19709.29,19741.65
0.71,26,3.6,10,28.7,17.37,34.02,9.8,160025.02,19158.74,19189.59
0.71,34,3.62,13,37.56,0.69,1.01,7.78,34100.01,20373.45,20411.52
0.71,27,3.7,10,55.76,1.95,12.03,11.02,91231.03,19512.55,19558.87
0.71,25,3.78,9,40.9,2.85,35.04,8.5,152329.04,20102.48,20140.5
0.71,25,3.78,9,22.01,14.05,4.08,8.3,122131.08,19905.6,19945.04
0.71,40,3.86,14,42.77,38.75,160.01,17.53,195539.01,19013.28,19048
0.71,26,3.89,9,32.6,11.9,3.03,24.5,221214.03,19732.25,19760.96
0.71,29,3.9,10,28.9,7.79,5.06,9.4,83637.06,19808.9,19845.49
0.71,35,3.92,12,29.07,12.7,9.2,16.09,200601.2,20641.07,20675.02
0.71,57,4,19,28.02,16.7,3.9,8.6,80517.9,20687.04,20720.06
0.71,35,4.18,11,42.09,13.68,120.03,12.01,140124.03,20186,20224.7
0.71,51,4.19,16,63.48,6.44,53.01,20.06,165001.01,20471.9,20512.23
0.71,36,4.27,11,20.7,9.08,15.5,5.08,142143.5,20642.03,20680.05
0.71,56,4.29,17,36.02,7.77,28.03,19.6,194626.03,19940.74,19975.07
0.71,65,4.61,18,45.68,6.75,2.01,11.9,202849.01,20423.73,20454.67
0.71,38,4.8,10,31.6,14.4,19.07,7.06,164013.07,19327.9,19357.38
0.71,52,5,13,24,21.02,29.06,6.8,145323.06,19420.7,19452.49
0.71,33,5.12,8,23.86,12.86,46.03,5.84,144006.03,19059.79,19095.56
0.71,25,5.17,6,44.04,6.98,2.06,6,81626.06,20385.9,20422.67
0.71,25,5.17,6,19.5,8.4,47.06,7.57,151618.06,20094.48,20125
0.71,25,5.17,6,50.68,9.88,23.07,14.08,143635.07,19936.01,19973.78
0.71,25,5.17,6,52.9,6.6,30.07,13.8,180603.07,19247.8,19282.6
0.71,30,5.29,7,31.7,9.8,7.06,15.6,53059.06,19087.17,19123.01
0.71,26,5.33,6,28,15.54,36.02,8.89,130313.02,20426.24,20460.44
0.71,36,5.5,8,41,27.4,7.08,14.8,64133.08,20092.2,20130.06
0.71,36,5.5,8,33,24.8,2.4,22.1,124732.4,19310.03,19349.1
0.71,28,5.67,6,49.5,26.9,4.04,9.76,4943.04,19028.15,19067.7
0.71,43,5.78,9,28.88,10.04,9.04,12.37,171106.04,20505.01,20539.68
0.71,34,5.86,7,19.08,23.6,2.2,8.9,110848.2,19858.01,19893.02
0.71,25,6,5,47.58,3.2,22.02,9.2,183331.02,20398.5,20441.18
0.71,25,6,5,63.18,12.19,3.03,12.64,20344.03,19748.5,19784
0.71,40,6,8,31.48,8.95,20.01,3.49,193442.01,19807.12,19841.96
0.71,60,6,12,32.4,20.9,4.09,7.9,114104.09,20701,20738
0.71,37,6.29,7,50.02,14.01,2.5,13.03,51153.5,20395.7,20437.9
0.71,38,6.43,7,39.62,15.56,24.01,6.18,181117.01,19990.06,20025.07
0.71,34,6.67,6,30.3,10.6,12.05,12.3,181621.05,20554.86,20585.4
0.71,30,7,5,20.02,10,11.01,16.44,154122.01,19128.19,19162.64
0.71,39,7.5,6,17.85,8.82,21.01,7.76,165627.01,19860.42,19891.28
0.71,34,7.8,5,21.8,13.7,38.08,9.01,162036.08,20032.03,20066.2
0.72,26,1.31,85,27.99,19.36,62.04,11.9,140308.04,20172.7,20206.9
0.72,29,1.5,58,32.4,12.09,5,8.05,230009,20665.4,20698.03
0.72,47,1.51,93,16.04,30.42,38.01,12.58,134637.01,19601.06,19634.27
0.72,45,1.53,85,27.1,21.7,30.05,7.3,194609.05,19112.08,19148.6
0.72,30,1.58,52,33.2,5.9,2.07,8,54517.07,20383.9,20421.9
0.72,32,1.65,49,34.7,18.05,3.02,8.4,85656.02,20691.06,20724.08
0.72,27,1.69,39,19.07,14.02,4.6,9.9,114405.6,20602.4,20637.9
0.72,39,1.7,56,33.3,6,2.08,8.01,54517.08,20384,20422
0.72,128,2.03,124,26.01,8.09,1.8,5.2,223626.8,20661.02,20692.3
0.72,38,2.06,36,30.01,2.2,1.6,7.06,45305.6,20377.8,20417.04
0.72,33,2.14,29,23.9,15.29,3.08,10,115110.08,19278.01,19310.39
0.72,26,2.24,21,46.9,0.74,24.01,9.12,144131.01,19263.19,19298.45
0.72,30,2.3,23,19.4,14.08,5.02,10.05,114406.02,20603,20638.05
0.72,26,2.37,19,38.9,0.47,15.03,10.6,141658.03,20469.75,20501.02
0.72,26,2.37,19,22.8,29.53,43.01,20.14,195735.01,19002.86,19040.43
0.72,36,2.38,26,22.12,0.32,22.01,8.17,161811.01,19794.17,19828.26
0.72,31,2.41,22,60.8,8.02,3.08,9.6,74414.08,19778.89,19823
0.72,25,2.47,17,16.9,11.3,9.04,9.07,123517.04,20609.76,20645.89
0.72,47,2.47,32,38.03,1.07,1.3,8.07,34100.3,20374.01,20411.9
0.72,26,2.53,17,38.8,18.35,16.02,15.5,180137.02,18981.4,19015.97
0.72,28,2.56,18,30.02,6,13.02,4.8,183345.02,20041.77,20074.73
0.72,32,2.6,20,22.9,29.54,43.02,20.15,195735.02,19002.87,19040.44
0.72,30,2.67,18,40.78,2.82,35.01,8.38,152329.01,20102.45,20140.47
0.72,37,2.68,22,38.39,0.94,26.02,12.35,153826.02,20706.49,20742.87
0.72,95,2.79,53,25.8,8.06,1.5,5.08,223626.5,20660.9,20692.09
